review_key	source_key	project_kind	work_type	detail_process	source_name	source_name_normalized	source_path	source_path_normalized	source_occurrence_count	duplicate_occurrence_flag	candidate_class	exact_name_hit_count	exact_name_canonical_id	mechanical_candidate_count	evidence_state	candidate_1_canonical_id	candidate_1_name	candidate_1_parent	candidate_1_path	candidate_1_origin_type	candidate_1_cicw_mapping_count	candidate_1_mechanical_score	candidate_1_reasons	candidate_2_canonical_id	candidate_2_name	candidate_2_parent	candidate_2_path	candidate_2_origin_type	candidate_2_cicw_mapping_count	candidate_2_mechanical_score	candidate_2_reasons	candidate_3_canonical_id	candidate_3_name	candidate_3_parent	candidate_3_path	candidate_3_origin_type	candidate_3_cicw_mapping_count	candidate_3_mechanical_score	candidate_3_reasons	candidate_4_canonical_id	candidate_4_name	candidate_4_parent	candidate_4_path	candidate_4_origin_type	candidate_4_cicw_mapping_count	candidate_4_mechanical_score	candidate_4_reasons	candidate_5_canonical_id	candidate_5_name	candidate_5_parent	candidate_5_path	candidate_5_origin_type	candidate_5_cicw_mapping_count	candidate_5_mechanical_score	candidate_5_reasons	candidate_6_canonical_id	candidate_6_name	candidate_6_parent	candidate_6_path	candidate_6_origin_type	candidate_6_cicw_mapping_count	candidate_6_mechanical_score	candidate_6_reasons	candidate_7_canonical_id	candidate_7_name	candidate_7_parent	candidate_7_path	candidate_7_origin_type	candidate_7_cicw_mapping_count	candidate_7_mechanical_score	candidate_7_reasons	candidate_8_canonical_id	candidate_8_name	candidate_8_parent	candidate_8_path	candidate_8_origin_type	candidate_8_cicw_mapping_count	candidate_8_mechanical_score	candidate_8_reasons	candidate_9_canonical_id	candidate_9_name	candidate_9_parent	candidate_9_path	candidate_9_origin_type	candidate_9_cicw_mapping_count	candidate_9_mechanical_score	candidate_9_reasons	candidate_10_canonical_id	candidate_10_name	candidate_10_parent	candidate_10_path	candidate_10_origin_type	candidate_10_cicw_mapping_count	candidate_10_mechanical_score	candidate_10_reasons	gpt_semantic_decision	gpt_target_canonical_id	gpt_mapping_type	gpt_reason	gpt_confidence_class
00811d2554f8c8a86b0b8c6d4b9947c4ee5f5ff34600f8d8fe7ef3d2b2d7eebf	3a503445eed80fa60534191572650d7760bf52e3515357b17b011edf62b6ee7c	댐	굴착작업	굴착 장비반입	굴착 장비반입	굴착 장비반입	댐 > 굴착작업 > 굴착 장비반입	댐 > 굴착작업 > 굴착 장비반입	1	NO	SEMANTIC_SEARCH_REQUIRED	0		0	NO_MECHANICAL_CANDIDATE																																																																																					
02635425ba69c809755adda4e4654eaaf1b86545f2e037c7972f1fdaffab066d	77ce2cec08de3c8a19f009a9193cc8d23db48cc779e6948ad3a3ef0f1e239a04	댐	가체절작업	가체절(물막이) 장비 반입	가체절(물막이) 장비 반입	가체절(물막이) 장비 반입	댐 > 가체절작업 > 가체절(물막이) 장비 반입	댐 > 가체절작업 > 가체절(물막이) 장비 반입	1	NO	SEMANTIC_SEARCH_REQUIRED	0		0	NO_MECHANICAL_CANDIDATE																																																																																					
0461ca82dac8eb8b6ba14ebd0ec9393eb02dc160c0e6b07933debee2a63087d5	8fed92326f54524d0cace202220491cd29cc3a9734d01e4b11f91b075cff8a94	댐	위험기계기구작업	열풍기	열풍기	열풍기	댐 > 위험기계기구작업 > 열풍기	댐 > 위험기계기구작업 > 열풍기	1	NO	SEMANTIC_SEARCH_REQUIRED	0		0	NO_MECHANICAL_CANDIDATE																																																																																					
05012cea08334d40a6a208af844e652b19316b82ed7b7afb1d4df55cd131f8fa	4820f2c79ab6cffd9ecd2c8c44ee2a8b9b754eb875332f2053442330f14f5761	댐	작업환경	작업환경 (조명)	작업환경 (조명)	작업환경 (조명)	댐 > 작업환경 > 작업환경 (조명)	댐 > 작업환경 > 작업환경 (조명)	1	NO	SEMANTIC_SEARCH_REQUIRED	0		0	NO_MECHANICAL_CANDIDATE																																																																																					
07048f8435ed1b2fb586b9445abe8db48f6e5b123327de8fae31ea0c14143113	77d7cd347a662ef5da6ac0cb6f06ca14f40d365483326d3bf62c379ecbe655ed	댐	안전가시설작업	철골 승강용트랩	철골 승강용트랩	철골 승강용트랩	댐 > 안전가시설작업 > 철골 승강용트랩	댐 > 안전가시설작업 > 철골 승강용트랩	1	NO	SEMANTIC_SEARCH_REQUIRED	0		1	CANDIDATES_FOUND	a33abdd9-3d7d-415e-ae9d-cacc4e40a242	철골 강교도장	철골내화피복및도장	강구조물공사 > 철골내화피복및도장 > 철골 강교도장	PROMOTED_FROM_SOURCE	1	50	SHARED_NAME_TOKENS(1)																																																																													
0af8d6d3e5da5dff9f0a3608401a25cd6c1de23f425f0396b915b91c9255c4a8	e0ba6c5ab3af7883250aef0ba6dd9cb99c80e4d1fd071a227bdc81562ce0b963	댐	되메움작업	되메움 토사 다짐	되메움 토사 다짐	되메움 토사 다짐	댐 > 되메움작업 > 되메움 토사 다짐	댐 > 되메움작업 > 되메움 토사 다짐	1	NO	SEMANTIC_SEARCH_REQUIRED	0		0	NO_MECHANICAL_CANDIDATE																																																																																					
0d7705dfb5caa2e3f5ee4dee7d5e01fbb718015d0815d10bae5cd6a6ac33b367	94069902d9500afe2939647113637aa30d982bf8999e4471008392be74667893	교량 및 도로	특수교량작업	특수교량(FCM공법)	특수교량(FCM공법)	특수교량(FCM공법)	교량 및 도로 > 특수교량작업 > 특수교량(FCM공법)	교량 및 도로 > 특수교량작업 > 특수교량(FCM공법)	1	NO	SEMANTIC_SEARCH_REQUIRED	0		0	NO_MECHANICAL_CANDIDATE																																																																																					
0dfeb5769d3f6e583d042dea845fb3afd7313dcf438eeb8e57406b23167bf701	0961c3f8642dcbb60df9a878ac350f8a11b8556687c450f66809045f893f7dcc	교량 및 도로	특수교량작업	특수교량(ILM공법)	특수교량(ILM공법)	특수교량(ILM공법)	교량 및 도로 > 특수교량작업 > 특수교량(ILM공법)	교량 및 도로 > 특수교량작업 > 특수교량(ILM공법)	1	NO	SEMANTIC_SEARCH_REQUIRED	0		0	NO_MECHANICAL_CANDIDATE																																																																																					
0e54e58f28e54b2577b48d5382606eef49ed5f0633f9d7104d5ac797f62724f2	b2fa0d981d88286a47696ecb6c14dc5303b1af9580a7a20d4b511682d1dfceb6	댐	안전가시설작업	개구부	개구부	개구부	댐 > 안전가시설작업 > 개구부	댐 > 안전가시설작업 > 개구부	1	NO	SEMANTIC_SEARCH_REQUIRED	0		0	NO_MECHANICAL_CANDIDATE																																																																																					
0f6dc8cf2a0ee040b1fdfe5d358ff8d9d9ec94dadcb53e33a9983c1bb3160cfe	1fd6bacc7ebe9bbb0c2c264933fb6d7ef1e4394fed0661f377d56138bf02fb7d	댐	가체절작업	가체절(물막이) 흙막이 시공	가체절(물막이) 흙막이 시공	가체절(물막이) 흙막이 시공	댐 > 가체절작업 > 가체절(물막이) 흙막이 시공	댐 > 가체절작업 > 가체절(물막이) 흙막이 시공	1	NO	SEMANTIC_SEARCH_REQUIRED	0		0	NO_MECHANICAL_CANDIDATE																																																																																					
