mapping_plan_key	source_id	source_key	source_name	review_concept_key	canonical_id	canonical_name	canonical_kind	canonical_origin_type	mapping_type	mapping_status	mapping_method	evidence_basis	source_context_policy	owner_approval_id	owner_package_sha	canonical_receipt_sha	source_ingest_receipt_sha
6308753be729b1c59d690f8d426ac91e703c117890a4b1f31181ff93f53b0bc0	CIC_W	337	철도부속설비	2e224943f999c88f0c671f50f59d023c08f6b74d2a90e1da9908757a7490512a	6dc08165-a122-4030-9079-20084f2fa59c	철도부속설비	PROCESS	PROMOTED_FROM_SOURCE	EXACT_EQUIVALENT	PROPOSED	MANUAL_REVIEW	OWNER_APPROVED_CONCEPT_MEMBERSHIP	PRESERVE_SOURCE_MEMBERSHIP	RISK-04-APPROVE-001	62c2c50e3c0becbe23a686735d1a7e50ed8bce2f3fa23c539d2250b68227c2d7	c8c4232bf924b52636c9dc33fb1891473d548e09ed15de35f33764fe18603f3c	9493ff9f5515eec26daf0204589d1fa3dbb8128f2b58f3590f49244ebb4ecef4
9e156e1ed5208b80e38d2339a4a3fe32964278eadc33abaae6c7078f2eef5f69	CIC_W	3373	레일도유기설치	f6136315a802d17c09823869f297e255f8b0b49136bab52bd53e6550b65817cf	d6e9455e-0b8e-4822-80d3-06872e64654c	레일도유기설치	TASK	PROMOTED_FROM_SOURCE	EXACT_EQUIVALENT	PROPOSED	MANUAL_REVIEW	OWNER_APPROVED_CONCEPT_MEMBERSHIP	PRESERVE_SOURCE_MEMBERSHIP	RISK-04-APPROVE-001	62c2c50e3c0becbe23a686735d1a7e50ed8bce2f3fa23c539d2250b68227c2d7	c8c4232bf924b52636c9dc33fb1891473d548e09ed15de35f33764fe18603f3c	9493ff9f5515eec26daf0204589d1fa3dbb8128f2b58f3590f49244ebb4ecef4
8a93b29ab8cf9c4487dab35c8be15d227bff10fb863bb452d6978a09029e0452	CIC_W	338	철로보선작업	9ed800b6570d39ac38f5b3202f23981e90d8eb5f37d7e7a332ddcaf782dffd65	2e8138ce-e3ca-439b-8e9c-de616f5e6dec	철로보선작업	PROCESS	PROMOTED_FROM_SOURCE	EXACT_EQUIVALENT	PROPOSED	MANUAL_REVIEW	OWNER_APPROVED_CONCEPT_MEMBERSHIP	PRESERVE_SOURCE_MEMBERSHIP	RISK-04-APPROVE-001	62c2c50e3c0becbe23a686735d1a7e50ed8bce2f3fa23c539d2250b68227c2d7	c8c4232bf924b52636c9dc33fb1891473d548e09ed15de35f33764fe18603f3c	9493ff9f5515eec26daf0204589d1fa3dbb8128f2b58f3590f49244ebb4ecef4
c2e2004b466418b7dbfe60a3bd6a8f18f728028cbbdd37cefbc5a49844a5bea7	CIC_W	3381	레일보선	fa30c32dc5a3445a9fdafde308d4124dd04332a5b62bb544ffe66486289a3c90	a92aaf6c-ef7e-4358-84ec-76fcc1f42d3b	레일보선	TASK	PROMOTED_FROM_SOURCE	EXACT_EQUIVALENT	PROPOSED	MANUAL_REVIEW	OWNER_APPROVED_CONCEPT_MEMBERSHIP	PRESERVE_SOURCE_MEMBERSHIP	RISK-04-APPROVE-001	62c2c50e3c0becbe23a686735d1a7e50ed8bce2f3fa23c539d2250b68227c2d7	c8c4232bf924b52636c9dc33fb1891473d548e09ed15de35f33764fe18603f3c	9493ff9f5515eec26daf0204589d1fa3dbb8128f2b58f3590f49244ebb4ecef4
402d47ec1b8a2d4815dea50055daedf01dd09aab3a951be93b04f43e1d970514	CIC_W	3382	분기부레일보선	164c785016186f7397d6674e9c7b1057f9c1092464fb02c004a6d7b8761b248f	3332edb4-fc10-405b-bb65-b5ee9de4dde0	분기부레일보선	TASK	PROMOTED_FROM_SOURCE	EXACT_EQUIVALENT	PROPOSED	MANUAL_REVIEW	OWNER_APPROVED_CONCEPT_MEMBERSHIP	PRESERVE_SOURCE_MEMBERSHIP	RISK-04-APPROVE-001	62c2c50e3c0becbe23a686735d1a7e50ed8bce2f3fa23c539d2250b68227c2d7	c8c4232bf924b52636c9dc33fb1891473d548e09ed15de35f33764fe18603f3c	9493ff9f5515eec26daf0204589d1fa3dbb8128f2b58f3590f49244ebb4ecef4
609c05ce9dc83a92863c6eeabe969397a7366125681fd73ec5bd0fc01073974d	CIC_W	3383	침목및체결보선	51385783f046c24afb343e4ab28aa3a46cd8e6741f5061df2b224abf55d2fb15	3ae990fd-0a05-4448-b74d-827b9c369e9e	침목및체결보선	TASK	PROMOTED_FROM_SOURCE	EXACT_EQUIVALENT	PROPOSED	MANUAL_REVIEW	OWNER_APPROVED_CONCEPT_MEMBERSHIP	PRESERVE_SOURCE_MEMBERSHIP	RISK-04-APPROVE-001	62c2c50e3c0becbe23a686735d1a7e50ed8bce2f3fa23c539d2250b68227c2d7	c8c4232bf924b52636c9dc33fb1891473d548e09ed15de35f33764fe18603f3c	9493ff9f5515eec26daf0204589d1fa3dbb8128f2b58f3590f49244ebb4ecef4
2923127a583938ad38bce23acd5b91518db98f343f9965f2195867aa72eae153	CIC_W	3385	철도자재교환	a2b8b0a9e830ef81658c6f273ba1ebb7b8821de4f51ea3d78cab4c3481e7b749	bd3d6af4-8b27-4219-a3a6-7a4cc3667d04	철도자재교환	TASK	PROMOTED_FROM_SOURCE	EXACT_EQUIVALENT	PROPOSED	MANUAL_REVIEW	OWNER_APPROVED_CONCEPT_MEMBERSHIP	PRESERVE_SOURCE_MEMBERSHIP	RISK-04-APPROVE-001	62c2c50e3c0becbe23a686735d1a7e50ed8bce2f3fa23c539d2250b68227c2d7	c8c4232bf924b52636c9dc33fb1891473d548e09ed15de35f33764fe18603f3c	9493ff9f5515eec26daf0204589d1fa3dbb8128f2b58f3590f49244ebb4ecef4
bad153666db45a97541dd80865c67170b2a75f6578ec9cf33c580d5ab0f523ae	CIC_W	3386	도상보수	00554e9bb6c2daf54d786c9b0c5a188739603a064478c61a180a643b5db2f2aa	e561f58e-d92b-43b7-9c0d-a206a49a970a	도상보수	TASK	PROMOTED_FROM_SOURCE	EXACT_EQUIVALENT	PROPOSED	MANUAL_REVIEW	OWNER_APPROVED_CONCEPT_MEMBERSHIP	PRESERVE_SOURCE_MEMBERSHIP	RISK-04-APPROVE-001	62c2c50e3c0becbe23a686735d1a7e50ed8bce2f3fa23c539d2250b68227c2d7	c8c4232bf924b52636c9dc33fb1891473d548e09ed15de35f33764fe18603f3c	9493ff9f5515eec26daf0204589d1fa3dbb8128f2b58f3590f49244ebb4ecef4
314c32feae65e06e7725a2c2cbd5c3f2882a1075aab53b66d2889d8effccbbde	CIC_W	3387	철도부대시설보수	2695f28e1d3793f68e4ba319da595da99f621ad71f00cc236b8883af16ac280a	27a9183d-0d02-4ce8-a0bb-39371098cfb7	철도부대시설보수	TASK	PROMOTED_FROM_SOURCE	EXACT_EQUIVALENT	PROPOSED	MANUAL_REVIEW	OWNER_APPROVED_CONCEPT_MEMBERSHIP	PRESERVE_SOURCE_MEMBERSHIP	RISK-04-APPROVE-001	62c2c50e3c0becbe23a686735d1a7e50ed8bce2f3fa23c539d2250b68227c2d7	c8c4232bf924b52636c9dc33fb1891473d548e09ed15de35f33764fe18603f3c	9493ff9f5515eec26daf0204589d1fa3dbb8128f2b58f3590f49244ebb4ecef4
3fd588b84e4ee35ee58a96011431e1cec650838c005be0e2e5733c68b774423d	CIC_W	34	교량공사	06e5762a27d4f3deb2d03c0dd8ad20c8eddc324415d5d6107a916166121c970c	37708031-cc38-4c79-b4b1-30ef03ff1752	교량공사	PROCESS	PROMOTED_FROM_SOURCE	EXACT_EQUIVALENT	PROPOSED	MANUAL_REVIEW	OWNER_APPROVED_CONCEPT_MEMBERSHIP	PRESERVE_SOURCE_MEMBERSHIP	RISK-04-APPROVE-001	62c2c50e3c0becbe23a686735d1a7e50ed8bce2f3fa23c539d2250b68227c2d7	c8c4232bf924b52636c9dc33fb1891473d548e09ed15de35f33764fe18603f3c	9493ff9f5515eec26daf0204589d1fa3dbb8128f2b58f3590f49244ebb4ecef4
2dc4edc4cc8a0c1e89062124dd5a892acc99fa2bf0c8e780abdbdc43b626563b	CIC_W	341	교량가설공사	3d67a5d8f9ba7f14646d8bd404c3eeed9269151a4d468c2607c7e6aa056db910	4d300a8c-f714-451b-ac5a-54f3559788c1	교량가설공사	PROCESS	PROMOTED_FROM_SOURCE	EXACT_EQUIVALENT	PROPOSED	MANUAL_REVIEW	OWNER_APPROVED_CONCEPT_MEMBERSHIP	PRESERVE_SOURCE_MEMBERSHIP	RISK-04-APPROVE-001	62c2c50e3c0becbe23a686735d1a7e50ed8bce2f3fa23c539d2250b68227c2d7	c8c4232bf924b52636c9dc33fb1891473d548e09ed15de35f33764fe18603f3c	9493ff9f5515eec26daf0204589d1fa3dbb8128f2b58f3590f49244ebb4ecef4
21d1c891da91836ec3c3509457888125b6c96034de0025bbb16474044e7fe276	CIC_W	345	교량배수설비공사	b9ca00bbd4e08e5f594d9288d10773940a53994cf048226f944f093394e7dffd	d60b9cc3-9016-49cb-848e-cd277dd6eddd	교량배수설비공사	PROCESS	PROMOTED_FROM_SOURCE	EXACT_EQUIVALENT	PROPOSED	MANUAL_REVIEW	OWNER_APPROVED_CONCEPT_MEMBERSHIP	PRESERVE_SOURCE_MEMBERSHIP	RISK-04-APPROVE-001	62c2c50e3c0becbe23a686735d1a7e50ed8bce2f3fa23c539d2250b68227c2d7	c8c4232bf924b52636c9dc33fb1891473d548e09ed15de35f33764fe18603f3c	9493ff9f5515eec26daf0204589d1fa3dbb8128f2b58f3590f49244ebb4ecef4
265edda07097c2dbe7f136bed3c72c7863b254b3eb6197cd8681ded1d814cf75	CIC_W	346	교량부속공사	9c5ed92f0b6f15f5b0dceaf25284cf66346459c05db587f345dda042884fb693	363117e3-bba6-4adc-8f4f-e36f8526ea52	교량부속공사	PROCESS	PROMOTED_FROM_SOURCE	EXACT_EQUIVALENT	PROPOSED	MANUAL_REVIEW	OWNER_APPROVED_CONCEPT_MEMBERSHIP	PRESERVE_SOURCE_MEMBERSHIP	RISK-04-APPROVE-001	62c2c50e3c0becbe23a686735d1a7e50ed8bce2f3fa23c539d2250b68227c2d7	c8c4232bf924b52636c9dc33fb1891473d548e09ed15de35f33764fe18603f3c	9493ff9f5515eec26daf0204589d1fa3dbb8128f2b58f3590f49244ebb4ecef4
07d60f61c870f68645eae465ba8c38c7ff78fd87eab71a3f089aa6528fce262f	CIC_W	3461	교대및교각보호공사	4e30fc865ae735a08bbbfa4dca7a6476f05a9c5d7552126018f52dab91042f06	1d4875ab-21d4-43de-9e01-761d3b096d61	교대및교각보호공사	PROCESS	PROMOTED_FROM_SOURCE	EXACT_EQUIVALENT	PROPOSED	MANUAL_REVIEW	OWNER_APPROVED_CONCEPT_MEMBERSHIP	PRESERVE_SOURCE_MEMBERSHIP	RISK-04-APPROVE-001	62c2c50e3c0becbe23a686735d1a7e50ed8bce2f3fa23c539d2250b68227c2d7	c8c4232bf924b52636c9dc33fb1891473d548e09ed15de35f33764fe18603f3c	9493ff9f5515eec26daf0204589d1fa3dbb8128f2b58f3590f49244ebb4ecef4
