review_concept_key	concept_form	source_key	seed_proposal_key	name	hierarchy_level	source_path	effective_semantic_kind	source_candidate_origin	owner_approval_state
f0540c003071465bcdecf64501b12465caaa123e006f92019406024ed8b283b4	SINGLETON	0511	b6127c94212073bb116f39295ead0322d0835513ad929fb78b0fcbe75c5b90ee	가설수질오염방지	W_LEAF	현장유지관리 > 가설공해방지 > 가설수질오염방지	TASK	ORIGINAL_KEEP	NOT_APPROVED
46e0a52671a5d615f3aec95f831a55abd6286bf741805749876b63aa879d0e11	SINGLETON	0512	fe14e0093ee04bd80e96dba824d62f7cddc5f65c4803a3d5a070c10b3688ea31	토질오염방지	W_LEAF	현장유지관리 > 가설공해방지 > 토질오염방지	TASK	ORIGINAL_KEEP	NOT_APPROVED
8a7098471330c43d54b3ab05aa1c620fafef97659c196ebf0a9df9fcc30cf4bf	SINGLETON	0513	c90535dfced387abf8814c7a9311b392d10b7a6d411984a519fe08b5b3389952	대기오염방지	W_LEAF	현장유지관리 > 가설공해방지 > 대기오염방지	TASK	ORIGINAL_KEEP	NOT_APPROVED
3db38d9b9a8f8def0a76425727fae6a66ab1e55c59346fd1636110c11e5803e9	SINGLETON	0514	6b98c55b95ef67225dc5e60dafc62dac211de4a4e317166a6937ba849ddd044c	소음진동방지	W_LEAF	현장유지관리 > 가설공해방지 > 소음진동방지	TASK	ORIGINAL_KEEP	NOT_APPROVED
6d83ddbf5bdcb4ffb22e45aa73bf91c2c300baa4b577a7370e97e4f7a76532bf	SINGLETON	0515	4705c1650e12c7bfb189fdaa6187d4c94abf2d53b2a7eb7383e671d16778a3d8	도로오염방지 - - 대․중․소 분류대․중․소 분류	W_LEAF	현장유지관리 > 가설공해방지 > 도로오염방지 - - 대․중․소 분류대․중․소 분류	TASK	ORIGINAL_KEEP	NOT_APPROVED
8c406df9c39b1a22175d350f0e87e6b32176359084aa100c66fdafa2467d61a9	SINGLETON	0516	4a86575867587e78ac98e55b9e7a45b49b4bcf97e6056fc635ced680177d710e	폐기물처리	W_LEAF	현장유지관리 > 가설공해방지 > 폐기물처리	TASK	ORIGINAL_KEEP	NOT_APPROVED
64d41605ce662fc6053a14010f8c6fb188e3397a9b4853a21e1cadcd06d8c83e	EQUIVALENCE_GROUP	052	ed24e98c7e863a042eefd22723c80c299bacb4544c1c38e6f509bc1c7ee2a835	기존도로유지보수	W_MID	현장유지관리 > 기존도로유지보수	TASK	MERGE_CONFIRMED	NOT_APPROVED
64d41605ce662fc6053a14010f8c6fb188e3397a9b4853a21e1cadcd06d8c83e	EQUIVALENCE_GROUP	0521	bcb3457f521aca9f8edf395bf60f7596d1925192879e0c6d36a5fdcf1c72e549	기존도로유지보수	W_LEAF	현장유지관리 > 기존도로유지보수 > 기존도로유지보수	TASK	MERGE_CONFIRMED	NOT_APPROVED
249cb67cbed2c90090fb04d8b37f0cac252b36cdb057f689dc1e7b30153c2ea7	SINGLETON	058	8b329e339c56ddbd992c483c14f39db1b2b4cec6d0993cbcaac5927e21bb00a2	준공및현장정리	W_MID	현장유지관리 > 준공및현장정리	PROCESS	ORIGINAL_KEEP	NOT_APPROVED
a7f787ab26ce52b0807848c5a03dc921ed7a30f71c337eb68d0bd8aa61555433	SINGLETON	0581	8991851d6e91913b348bda70bbe5310099b1634184b6c7e935a2b9aedc34ade5	현장상시정리	W_LEAF	현장유지관리 > 준공및현장정리 > 현장상시정리	TASK	ORIGINAL_KEEP	NOT_APPROVED
8f0ff4fff0e3c91cc5e592990f248cc51b58c6bff810530c5346797b4f9f7e63	SINGLETON	0582	7851f1c58a4c542e5d6567903a3ef0a0deb196a6ee1d620b81b70ddfbb51822d	정기안전점검	W_LEAF	현장유지관리 > 준공및현장정리 > 정기안전점검	TASK	ORIGINAL_KEEP	NOT_APPROVED
6df4c8fac17dbf399e313d6664023a1cdf674f2eb7e6e014645d2fa55c29fba2	SINGLETON	0583	e8c74db54d3a551f23c4577cfc70fcb6bc10cb46b81ce763a2890715ca0ec642	사후환경평가	W_LEAF	현장유지관리 > 준공및현장정리 > 사후환경평가	TASK	ORIGINAL_KEEP	NOT_APPROVED
