review_no	seed_proposal_key	source_id	source_key	name	source_path	root_name	root_source_key	parent_name	parent_source_key	parent_path	parent_semantic_kind	parent_review_decision	parent_leaf_family_policy	sibling_count	sibling_names	same_name_cicw_count	same_name_cicw_paths	same_name_other_source_count	same_name_other_source_refs	reviewed_sibling_count	reviewed_sibling_refs	lexical_cues	current_semantic_kind	current_review_decision	gpt_semantic_kind	gpt_review_decision	merge_candidate_keys	gpt_reason
1131	8503207cfae127de3e3dc166dbc3ca023e76ecbab6b359c80267cfc90c033ed1	CIC_W	3258	암거날개벽	포장및도로공사 > 암거구조물 > 암거날개벽	포장및도로공사	32	암거구조물	325	포장및도로공사 > 암거구조물	FACILITY_EQUIPMENT	REJECT	INSUFFICIENT_EVIDENCE	0		1	포장및도로공사 > 암거구조물 > 암거날개벽	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1132	89b13df6e4d24e6120e9b3688c6dfdf425bf8dc413561a1450a48b77e2b08867	CIC_W	3261	도로경계석	포장및도로공사 > 도로안전시설공사 > 도로경계석	포장및도로공사	32	도로안전시설공사	326	포장및도로공사 > 도로안전시설공사	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	2	도로방호구조물 | 교통안전설비	1	포장및도로공사 > 도로안전시설공사 > 도로경계석	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1133	c52ca9060d9f0fac7a0b8f5b29f5e4b1c7041f0e1001154564f5a7eefceb2bc9	CIC_W	3262	도로방호구조물	포장및도로공사 > 도로안전시설공사 > 도로방호구조물	포장및도로공사	32	도로안전시설공사	326	포장및도로공사 > 도로안전시설공사	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	2	도로경계석 | 교통안전설비	1	포장및도로공사 > 도로안전시설공사 > 도로방호구조물	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1134	6b07b2c6c30bd63c562747fa75b6abb25f3615e8fd132a06d0ecb40038dcebe9	CIC_W	3263	교통안전설비	포장및도로공사 > 도로안전시설공사 > 교통안전설비	포장및도로공사	32	도로안전시설공사	326	포장및도로공사 > 도로안전시설공사	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	2	도로경계석 | 도로방호구조물	1	포장및도로공사 > 도로안전시설공사 > 교통안전설비	0		0		CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1135	eaa8d41d33c75bbe8d492713d174813bae2a84dd270801849d13bd2893807a3a	CIC_W	3271	교통표지판	포장및도로공사 > 도로표식시설공사 > 교통표지판	포장및도로공사	32	도로표식시설공사	327	포장및도로공사 > 도로표식시설공사	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	노면표식 | 교통유도표식 | 기타도로표식시설	1	포장및도로공사 > 도로표식시설공사 > 교통표지판	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1136	bb3eab798e3b087ccfecad31f99917bab9763b36e8c1d49922a5e2b136742372	CIC_W	3272	노면표식	포장및도로공사 > 도로표식시설공사 > 노면표식	포장및도로공사	32	도로표식시설공사	327	포장및도로공사 > 도로표식시설공사	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	교통표지판 | 교통유도표식 | 기타도로표식시설	1	포장및도로공사 > 도로표식시설공사 > 노면표식	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1137	d6e5070d98026017303b27140bfa87792ce7676aca8292f392eb3ada4f5b04cd	CIC_W	3273	교통유도표식	포장및도로공사 > 도로표식시설공사 > 교통유도표식	포장및도로공사	32	도로표식시설공사	327	포장및도로공사 > 도로표식시설공사	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	교통표지판 | 노면표식 | 기타도로표식시설	1	포장및도로공사 > 도로표식시설공사 > 교통유도표식	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1138	18278b41d4d70ed426d1501d9a4e958b44d02f26448d2edc72e1e0b410d6302c	CIC_W	3279	기타도로표식시설	포장및도로공사 > 도로표식시설공사 > 기타도로표식시설	포장및도로공사	32	도로표식시설공사	327	포장및도로공사 > 도로표식시설공사	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	교통표지판 | 노면표식 | 교통유도표식	1	포장및도로공사 > 도로표식시설공사 > 기타도로표식시설	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1139	c9f147055ac93971ef1f3a6855f26bfb96e3c1812221b04801423df446401a15	CIC_W	3281	아스콘포장덧씨우기	포장및도로공사 > 포장면및도로보수 > 아스콘포장덧씨우기	포장및도로공사	32	포장면및도로보수	328	포장및도로공사 > 포장면및도로보수	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	아스콘포장보수 | 콘크리트포장보수 | 경하중포장보수	1	포장및도로공사 > 포장면및도로보수 > 아스콘포장덧씨우기	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1140	07e804bf5c4a2c01205309a740af181e4071a571c2ab2e2628135c6ee817d8d8	CIC_W	3282	아스콘포장보수	포장및도로공사 > 포장면및도로보수 > 아스콘포장보수	포장및도로공사	32	포장면및도로보수	328	포장및도로공사 > 포장면및도로보수	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	아스콘포장덧씨우기 | 콘크리트포장보수 | 경하중포장보수	1	포장및도로공사 > 포장면및도로보수 > 아스콘포장보수	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1141	c451f22fb908b062ca4aa6170f513b013bfc2c43becf6bd797ee36867ed0353f	CIC_W	3283	콘크리트포장보수	포장및도로공사 > 포장면및도로보수 > 콘크리트포장보수	포장및도로공사	32	포장면및도로보수	328	포장및도로공사 > 포장면및도로보수	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	아스콘포장덧씨우기 | 아스콘포장보수 | 경하중포장보수	1	포장및도로공사 > 포장면및도로보수 > 콘크리트포장보수	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1142	c3725f26b29c139e4a13051dbc599a365f4c0674c5d6a3694ed1cceecdff4d49	CIC_W	3284	경하중포장보수	포장및도로공사 > 포장면및도로보수 > 경하중포장보수	포장및도로공사	32	포장면및도로보수	328	포장및도로공사 > 포장면및도로보수	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	아스콘포장덧씨우기 | 아스콘포장보수 | 콘크리트포장보수	1	포장및도로공사 > 포장면및도로보수 > 경하중포장보수	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1143	4b95ba152348f7eb53f960f9b1a6049f7edd37ff9163910bea5618d3b149bc75	CIC_W	3322	자갈살포고르기	궤도및철로공사 > 도상설치공사 > 자갈살포고르기	궤도및철로공사	33	도상설치공사	332	궤도및철로공사 > 도상설치공사	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	자갈살포다지기 | 콘크리트도상설치 | 프리케스트도상설치	1	궤도및철로공사 > 도상설치공사 > 자갈살포고르기	0		1	3321:자갈살포다지기:TASK:KEEP_AS_DISTINCT	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1144	1bd3d25421bafa6a46070f01969a16824bdf3d58de23306000668e512e045308	CIC_W	3323	콘크리트도상설치	궤도및철로공사 > 도상설치공사 > 콘크리트도상설치	궤도및철로공사	33	도상설치공사	332	궤도및철로공사 > 도상설치공사	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	자갈살포다지기 | 자갈살포고르기 | 프리케스트도상설치	1	궤도및철로공사 > 도상설치공사 > 콘크리트도상설치	0		1	3321:자갈살포다지기:TASK:KEEP_AS_DISTINCT	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1145	9b88bee4db4ad42e00ccbe59b3bde7d7250c41be23ba6368c4383a512f1df77e	CIC_W	3324	프리케스트도상설치	궤도및철로공사 > 도상설치공사 > 프리케스트도상설치	궤도및철로공사	33	도상설치공사	332	궤도및철로공사 > 도상설치공사	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	3	자갈살포다지기 | 자갈살포고르기 | 콘크리트도상설치	1	궤도및철로공사 > 도상설치공사 > 프리케스트도상설치	0		1	3321:자갈살포다지기:TASK:KEEP_AS_DISTINCT	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1146	2a9a88b556eec1537a579ef59c121ad502c862ea38e75d60cc3954d6919b7426	CIC_W	3331	궤도자재준비	궤도및철로공사 > 궤도부설 > 궤도자재준비	궤도및철로공사	33	궤도부설	333	궤도및철로공사 > 궤도부설	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	8	침목깔기 | 궤도부설및레일체결 | 분기부궤도부설 | 궤도현장용접 | 레일신축이음장치설치 | 웨인뎃트포인트붙이기 | 궤도교정및시험 | 기타궤도부설	1	궤도및철로공사 > 궤도부설 > 궤도자재준비	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1147	a8e77a2f764f0074d15488edaac866ec3a669d5b5009a8a3074abe576cdb54b9	CIC_W	3332	침목깔기	궤도및철로공사 > 궤도부설 > 침목깔기	궤도및철로공사	33	궤도부설	333	궤도및철로공사 > 궤도부설	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	8	궤도자재준비 | 궤도부설및레일체결 | 분기부궤도부설 | 궤도현장용접 | 레일신축이음장치설치 | 웨인뎃트포인트붙이기 | 궤도교정및시험 | 기타궤도부설	1	궤도및철로공사 > 궤도부설 > 침목깔기	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1148	6efa7d4cee03e66aa6a59e930449b9c4a1e173a0bdaa7e575b37d64dd6e9cf4d	CIC_W	3333	궤도부설및레일체결	궤도및철로공사 > 궤도부설 > 궤도부설및레일체결	궤도및철로공사	33	궤도부설	333	궤도및철로공사 > 궤도부설	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	8	궤도자재준비 | 침목깔기 | 분기부궤도부설 | 궤도현장용접 | 레일신축이음장치설치 | 웨인뎃트포인트붙이기 | 궤도교정및시험 | 기타궤도부설	1	궤도및철로공사 > 궤도부설 > 궤도부설및레일체결	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1149	fb2440cf3e3ae4edf4c52f67fe8da2d85ad3adce852e1c1f4535cdedeae33370	CIC_W	3334	분기부궤도부설	궤도및철로공사 > 궤도부설 > 분기부궤도부설	궤도및철로공사	33	궤도부설	333	궤도및철로공사 > 궤도부설	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	8	궤도자재준비 | 침목깔기 | 궤도부설및레일체결 | 궤도현장용접 | 레일신축이음장치설치 | 웨인뎃트포인트붙이기 | 궤도교정및시험 | 기타궤도부설	1	궤도및철로공사 > 궤도부설 > 분기부궤도부설	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1150	1250e2ca29829434cdab03833651318b7e2a844df16b7c149341c1d2b0af3999	CIC_W	3335	궤도현장용접	궤도및철로공사 > 궤도부설 > 궤도현장용접	궤도및철로공사	33	궤도부설	333	궤도및철로공사 > 궤도부설	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	8	궤도자재준비 | 침목깔기 | 궤도부설및레일체결 | 분기부궤도부설 | 레일신축이음장치설치 | 웨인뎃트포인트붙이기 | 궤도교정및시험 | 기타궤도부설	1	궤도및철로공사 > 궤도부설 > 궤도현장용접	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1151	db7161f9ba5a23afdad0921ca09c5a1b972f4912d342b2bcf09c4289a0a4fd4f	CIC_W	3336	레일신축이음장치설치	궤도및철로공사 > 궤도부설 > 레일신축이음장치설치	궤도및철로공사	33	궤도부설	333	궤도및철로공사 > 궤도부설	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	8	궤도자재준비 | 침목깔기 | 궤도부설및레일체결 | 분기부궤도부설 | 궤도현장용접 | 웨인뎃트포인트붙이기 | 궤도교정및시험 | 기타궤도부설	1	궤도및철로공사 > 궤도부설 > 레일신축이음장치설치	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1152	3903085a456e9d4266349a008915b4d31633a608e7b8c39e6856746ab6772c74	CIC_W	3337	웨인뎃트포인트붙이기	궤도및철로공사 > 궤도부설 > 웨인뎃트포인트붙이기	궤도및철로공사	33	궤도부설	333	궤도및철로공사 > 궤도부설	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	8	궤도자재준비 | 침목깔기 | 궤도부설및레일체결 | 분기부궤도부설 | 궤도현장용접 | 레일신축이음장치설치 | 궤도교정및시험 | 기타궤도부설	1	궤도및철로공사 > 궤도부설 > 웨인뎃트포인트붙이기	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1153	c7cbea02f75301c870113ee15d70708ba12ee78dc2e273e50c149afbacc5a429	CIC_W	3338	궤도교정및시험	궤도및철로공사 > 궤도부설 > 궤도교정및시험	궤도및철로공사	33	궤도부설	333	궤도및철로공사 > 궤도부설	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	8	궤도자재준비 | 침목깔기 | 궤도부설및레일체결 | 분기부궤도부설 | 궤도현장용접 | 레일신축이음장치설치 | 웨인뎃트포인트붙이기 | 기타궤도부설	1	궤도및철로공사 > 궤도부설 > 궤도교정및시험	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1154	1df6f2246519d6b2867d9e0a079e285be2820d3bd64c2e4264eef5d167b07d82	CIC_W	3339	기타궤도부설	궤도및철로공사 > 궤도부설 > 기타궤도부설	궤도및철로공사	33	궤도부설	333	궤도및철로공사 > 궤도부설	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	8	궤도자재준비 | 침목깔기 | 궤도부설및레일체결 | 분기부궤도부설 | 궤도현장용접 | 레일신축이음장치설치 | 웨인뎃트포인트붙이기 | 궤도교정및시험	1	궤도및철로공사 > 궤도부설 > 기타궤도부설	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1155	9dae7b491ea15df558ee344f35b56bb9d4749ea54662a2b1ad703e6e81706fc6	CIC_W	3341	일반궤도분기기설치	궤도및철로공사 > 분기기설치 > 일반궤도분기기설치	궤도및철로공사	33	분기기설치	334	궤도및철로공사 > 분기기설치	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	1	치하철분기기설치	1	궤도및철로공사 > 분기기설치 > 일반궤도분기기설치	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1156	9c82543230e9b7631c99dca6b8f9e275389cfd3466e90fe0b36110348c9e79c1	CIC_W	3342	치하철분기기설치	궤도및철로공사 > 분기기설치 > 치하철분기기설치	궤도및철로공사	33	분기기설치	334	궤도및철로공사 > 분기기설치	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	1	일반궤도분기기설치	1	궤도및철로공사 > 분기기설치 > 치하철분기기설치	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1157	efa6117fd30a55f77e32deef46340d2edfef72a93b8e0d9a4f9e35a3bfca1e36	CIC_W	3351	건널목깔기(구형)	궤도및철로공사 > 건널목공사 > 건널목깔기(구형)	궤도및철로공사	33	건널목공사	335	궤도및철로공사 > 건널목공사	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	2	건널목깔기(개량형) | 건널목설비	1	궤도및철로공사 > 건널목공사 > 건널목깔기(구형)	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1158	89c6a93bdddfabac79d696d09499fafcb8130aba0a854ca47e128dc25e11264c	CIC_W	3352	건널목깔기(개량형)	궤도및철로공사 > 건널목공사 > 건널목깔기(개량형)	궤도및철로공사	33	건널목공사	335	궤도및철로공사 > 건널목공사	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	2	건널목깔기(구형) | 건널목설비	1	궤도및철로공사 > 건널목공사 > 건널목깔기(개량형)	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1159	548311d20cf72bea2f47206960cee9f7c823525ec91766c241db1e51c5a5e72c	CIC_W	3353	건널목설비	궤도및철로공사 > 건널목공사 > 건널목설비	궤도및철로공사	33	건널목공사	335	궤도및철로공사 > 건널목공사	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	2	건널목깔기(구형) | 건널목깔기(개량형)	1	궤도및철로공사 > 건널목공사 > 건널목설비	0		0		CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1160	29b905389c4d4b68c0ef4ff4cbce68421a841e0b36db18d5bae73f5f166589ab	CIC_W	3371	열차안전설비	궤도및철로공사 > 철도부속설비 > 열차안전설비	궤도및철로공사	33	철도부속설비	337	궤도및철로공사 > 철도부속설비	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	2	철도표식시설 | 레일도유기설치	1	궤도및철로공사 > 철도부속설비 > 열차안전설비	0		0		CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1161	dd08c52c03a223b82642778dea468b8fa2d9152c501590efac5b25dc78946cf3	CIC_W	3372	철도표식시설	궤도및철로공사 > 철도부속설비 > 철도표식시설	궤도및철로공사	33	철도부속설비	337	궤도및철로공사 > 철도부속설비	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	2	열차안전설비 | 레일도유기설치	1	궤도및철로공사 > 철도부속설비 > 철도표식시설	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1162	839c032477c382921b6cd68c516d3dc64aeeab5c803077418203db730d23995e	CIC_W	3373	레일도유기설치	궤도및철로공사 > 철도부속설비 > 레일도유기설치	궤도및철로공사	33	철도부속설비	337	궤도및철로공사 > 철도부속설비	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	2	열차안전설비 | 철도표식시설	1	궤도및철로공사 > 철도부속설비 > 레일도유기설치	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1163	e508abe893d01d2ba454dedc182ad344d17d4311a5e3d904613ed81b017fc834	CIC_W	3381	레일보선	궤도및철로공사 > 철로보선작업 > 레일보선	궤도및철로공사	33	철로보선작업	338	궤도및철로공사 > 철로보선작업	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	5	분기부레일보선 | 침목및체결보선 | 철도자재교환 | 도상보수 | 철도부대시설보수	1	궤도및철로공사 > 철로보선작업 > 레일보선	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1164	32cbf1e5cd70e8ee3ef56f82774f97e742520d279e567420a5aec9f37c18db77	CIC_W	3382	분기부레일보선	궤도및철로공사 > 철로보선작업 > 분기부레일보선	궤도및철로공사	33	철로보선작업	338	궤도및철로공사 > 철로보선작업	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	5	레일보선 | 침목및체결보선 | 철도자재교환 | 도상보수 | 철도부대시설보수	1	궤도및철로공사 > 철로보선작업 > 분기부레일보선	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1165	49680a6ece654e42c82edac48e7c4cb2a19e9528cbde7830693514b51504b7e9	CIC_W	3383	침목및체결보선	궤도및철로공사 > 철로보선작업 > 침목및체결보선	궤도및철로공사	33	철로보선작업	338	궤도및철로공사 > 철로보선작업	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	5	레일보선 | 분기부레일보선 | 철도자재교환 | 도상보수 | 철도부대시설보수	1	궤도및철로공사 > 철로보선작업 > 침목및체결보선	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1166	76fcac6b33753c21c7459d888f6516c738089d198b4a98d5d10496bfa1926ed3	CIC_W	3385	철도자재교환	궤도및철로공사 > 철로보선작업 > 철도자재교환	궤도및철로공사	33	철로보선작업	338	궤도및철로공사 > 철로보선작업	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	5	레일보선 | 분기부레일보선 | 침목및체결보선 | 도상보수 | 철도부대시설보수	1	궤도및철로공사 > 철로보선작업 > 철도자재교환	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1167	add5bd3381acccf7b34c11e84751b1fba88a257fafa86c1d7d64a0c361e8f2a8	CIC_W	3386	도상보수	궤도및철로공사 > 철로보선작업 > 도상보수	궤도및철로공사	33	철로보선작업	338	궤도및철로공사 > 철로보선작업	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	5	레일보선 | 분기부레일보선 | 침목및체결보선 | 철도자재교환 | 철도부대시설보수	1	궤도및철로공사 > 철로보선작업 > 도상보수	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1168	3adba735ad8b859cb89402756a88ebdd8ab3bd38127d8ca7c3d744b5ae77bdfe	CIC_W	3387	철도부대시설보수	궤도및철로공사 > 철로보선작업 > 철도부대시설보수	궤도및철로공사	33	철로보선작업	338	궤도및철로공사 > 철로보선작업	PROCESS	KEEP_AS_DISTINCT	NOT_ASSESSED	5	레일보선 | 분기부레일보선 | 침목및체결보선 | 철도자재교환 | 도상보수	1	궤도및철로공사 > 철로보선작업 > 철도부대시설보수	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1169	0afda13975e6705f76242a30e4ca26eaf8a37d2a4c97ce784ef4362e447cab68	CIC_W	3422	일방향가동형교량받침	교량공사 > 교량받침 > 일방향가동형교량받침	교량공사	34	교량받침	342	교량공사 > 교량받침	FACILITY_EQUIPMENT	REJECT	INSUFFICIENT_EVIDENCE	2	고정형교량받침 | 양방향가동형교량받침	1	교량공사 > 교량받침 > 일방향가동형교량받침	0		1	3421:고정형교량받침:FACILITY_EQUIPMENT:REJECT	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1170	91c9636e014d645b5a8d47d902eb4ee11f497573e06ce6488d98d38f7682cfcb	CIC_W	3423	양방향가동형교량받침	교량공사 > 교량받침 > 양방향가동형교량받침	교량공사	34	교량받침	342	교량공사 > 교량받침	FACILITY_EQUIPMENT	REJECT	INSUFFICIENT_EVIDENCE	2	고정형교량받침 | 일방향가동형교량받침	1	교량공사 > 교량받침 > 양방향가동형교량받침	0		1	3421:고정형교량받침:FACILITY_EQUIPMENT:REJECT	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1171	29f82fece6d2aedbda20035cf8fed9d614acbd3cedc7e3a92e24a59ee64a6b35	CIC_W	3431	맞댐식신축이음장치	교량공사 > 신축이음장치 > 맞댐식신축이음장치	교량공사	34	신축이음장치	343	교량공사 > 신축이음장치	FACILITY_EQUIPMENT	REJECT	INSUFFICIENT_EVIDENCE	1	지지식신축이음장치	1	교량공사 > 신축이음장치 > 맞댐식신축이음장치	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1172	7416799897d29fa653d06bb96036347350ca538a24e88d6bd58285653263bcf8	CIC_W	3432	지지식신축이음장치	교량공사 > 신축이음장치 > 지지식신축이음장치	교량공사	34	신축이음장치	343	교량공사 > 신축이음장치	FACILITY_EQUIPMENT	REJECT	INSUFFICIENT_EVIDENCE	1	맞댐식신축이음장치	1	교량공사 > 신축이음장치 > 지지식신축이음장치	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1173	ba6fc773f14fadc2f6e36e22327e90b32f92d0a499d2a53c7379317d0d49017e	CIC_W	3441	교량난간	교량공사 > 교량방호시설 > 교량난간	교량공사	34	교량방호시설	344	교량공사 > 교량방호시설	FACILITY_EQUIPMENT	REJECT	INSUFFICIENT_EVIDENCE	4	교량용차량방호책 | 중앙분리대 | 교량방호벽 | 교량방음벽	1	교량공사 > 교량방호시설 > 교량난간	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1174	401a324fec153b2abe0a9f73b5ecf3bdeb0efcdd0d7675f9e5be4fcb13dfece5	CIC_W	3442	교량용차량방호책	교량공사 > 교량방호시설 > 교량용차량방호책	교량공사	34	교량방호시설	344	교량공사 > 교량방호시설	FACILITY_EQUIPMENT	REJECT	INSUFFICIENT_EVIDENCE	4	교량난간 | 중앙분리대 | 교량방호벽 | 교량방음벽	1	교량공사 > 교량방호시설 > 교량용차량방호책	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1175	a3da29beda8903da47612d7a258e5b1f03fe9b73504429648a66cbfc1ce73375	CIC_W	3443	중앙분리대	교량공사 > 교량방호시설 > 중앙분리대	교량공사	34	교량방호시설	344	교량공사 > 교량방호시설	FACILITY_EQUIPMENT	REJECT	INSUFFICIENT_EVIDENCE	4	교량난간 | 교량용차량방호책 | 교량방호벽 | 교량방음벽	1	교량공사 > 교량방호시설 > 중앙분리대	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1176	fadabaff6bf355da0849a609304fddd0ea6087e680cc65d4a999d3eb92b8e23f	CIC_W	3444	교량방호벽	교량공사 > 교량방호시설 > 교량방호벽	교량공사	34	교량방호시설	344	교량공사 > 교량방호시설	FACILITY_EQUIPMENT	REJECT	INSUFFICIENT_EVIDENCE	4	교량난간 | 교량용차량방호책 | 중앙분리대 | 교량방음벽	1	교량공사 > 교량방호시설 > 교량방호벽	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1177	74de1c67445702bec72fe019b628b0a7f9d959ecccec43bcf01a4df9bab02265	CIC_W	3445	교량방음벽	교량공사 > 교량방호시설 > 교량방음벽	교량공사	34	교량방호시설	344	교량공사 > 교량방호시설	FACILITY_EQUIPMENT	REJECT	INSUFFICIENT_EVIDENCE	4	교량난간 | 교량용차량방호책 | 중앙분리대 | 교량방호벽	1	교량공사 > 교량방호시설 > 교량방음벽	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
1178	a810567f2f195d582436ad800d76b34b0e45848c348156428d973f65995c9b89	CIC_W	3451	배수배관	교량공사 > 교량배수설비공사 > 배수배관	교량공사	34	교량배수설비공사	345	교량공사 > 교량배수설비공사	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	2	집수구 | 배수구	1	교량공사 > 교량배수설비공사 > 배수배관	0		0		NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
